video_id,title,description,published_at,views,likes,playlist_id
nvi1QGZhlGo,RAG: from dumb implementation to serious results by Guillaume Laforge,"Embarking on your Retrieval Augmented Generation journey may seem effortless, but achieving satisfying results often proves challenging. Inaccurate, incomplete, or outdated answers, suboptimal document retrieval, and poor text chunking can quickly dampen your initial enthusiasm.

In this session, we'll leverage LangChain4j to elevate your RAG implementations.
We'll explore:
Advanced Chunking Strategies: Optimize document segmentation for improved context and relevance.
Query Refinement Techniques: Expand and compress queries to enhance retrieval accuracy.
Metadata Filtering: Leverage metadata to pinpoint the most relevant documents.
Document Reranking: Reorder retrieved documents for optimal result presentation.
Agentic Approaches: Take advantage of function calling to build more clever agents.
Data Lifecycle Management: Implement processes to maintain data freshness and relevance.
Evaluation and Presentation: Assess the effectiveness of your RAG pipeline and deliver results that meet user expectations.

Join us as we transform your simplistic RAG experience from one of frustration to delight your users with meaningful and accurate answers.",2025-04-07T13:45:26Z,763,20,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
oSGVQIZxi7s,Building AI Agents with Model Context Protocol: From Specification to Implementation,"By Christian Tzolov

The Model Context Protocol (MCP) introduces a powerful approach for AI agent development by standardizing how AI models interact with external tools and resources.
This talk explores MCP's architecture, diving deep into its core capabilities: tool discovery and execution, resource management with URI templates, and dynamic prompt handling.
We'll examine how Spring AI MCP - Java MCP SDK, implementation transforms these specifications into practical agent capabilities, demonstrating how to evolve traditional AI applications into full-fledged agents that can interact with external systems, manage resources, and handle complex workflows through standardized interfaces.
Through live coding examples, we will learn how to combine the Spring AI framework with MCP to create agents that can effectively understand context, make decisions, and take actions across various external systems.",2025-04-07T13:45:25Z,2051,50,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
oZzx3OLDBSo,"Reaching Operational Excellence using OpenTelemetry by Alexander Chatzizacharias, Riccardo Lippolis","After months of working on a new product, it is finally time to deploy it to your production environment and start making money! But there is a problem…

How will you monitor your production environment? How will you know if your application crashes? And when it does, how quickly can you identify the error, fix it, and deploy the patch? Where will you collect your logs, and how will you structure them so that you can easily find the one line that holds the key to solving all your problems?

In this talk, Alexander and Riccardo will explore OpenTelemetry and demonstrate how you can use standardized APIs to ensure your logging is flawless. They will show you how to obtain amazing metrics on your services and how to trace calls through your entire service landscape effortlessly if anything goes wrong. All this will allow you to reach a point where you can sit back and relax, confident that your services are running excellently.",2025-04-07T13:45:25Z,357,6,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
p5PX9V8lzx0,Scale to 0 LLM inference: Cost efficient open model deployment on serverless GPUs by Wietse Venema,"Many companies are interested in running open large language models such as Gemma and Deepseek because it gives them full control over the deployment options, the timing of model upgrades, and the private data that goes into the model. Ollama is an open source LLM inference server. In this 15 minute demo, I'll show you how run Ollama cost-efficiently on serverless GPUs that scale up and down rapidly, including down to zero when there are no incoming requests",2025-04-07T13:45:25Z,423,6,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
r4z9kTrGeTs,Effective software design: The role of men in debugging patriarchy in IT by Kenny Baas Schwegler,"Want to know how patriarchy influences software design and learn practical steps you can immediately apply to foster a shift towards a more inclusive environment. Effective software design relies on integrating diverse perspectives throughout its development process. Research shows that teams with a neuro-diverse background excel in decision-making due to their ability to consider a wider range of ideas, foresee a greater variety of potential challenges, and develop more creative solutions. This becomes particularly clear in collaborative modelling for Domain-Driven Design. The inclusion of varied viewpoints enhances the ability of software models to address business problems effectively, increasing the likelihood of achieving significant product breakthroughs.

However, one social system significantly blocks the flow of development of these diverse perspectives: patriarchy. Patriarchy is a social construct where men predominantly hold power and exercise dominance in areas such as political leadership, moral authority, social privilege, and property ownership. Feminists have been actively working to challenge and change this patriarchal system for the better. Despite these efforts, the system still favours men, maintaining their dominant status, and will not evolve without their active involvement. Additionally, patriarchy limits men as well, endorsing only traits traditionally seen as 'masculine' and disregarding those seen as 'feminine.' This raises the question: how do we start the process of eMANcipation, involve men in the movement towards feminism, and as a result, improve our software design practices?

Join me in this talk as I explore patriarchy and its significant effects on software design. Drawing from personal experiences, I will discuss how patriarchy affects men and argue that for genuine equality, men need to undergo changes too. I will demonstrate how incorporating Process Work and Deep Democracy into software design can bring about the necessary transformation. By adopting the idea of role fluidity, we can start breaking down the patriarchal system in software design, ensuring that every perspective is appreciated and nurtured.",2025-04-07T13:45:26Z,424,10,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
t3VlvpyvdEg,Breaching LLM Powered Applications: Overcoming Security and Privacy Challenges by Brian Vermeer,"LLMs accessing the database and intelligent agents that perform online purchases? The possibilities for AI in applications seem endless but so are their security and data privacy risks. In this session, we’ll address common issues such as prompt injection, key leakage, abuse of private customer data for model training, legal restrictions, and more. In addition, we will show that general security issues in your systems can also influence the behavior and outcome of LLMs.
During this session, you’ll get a solid overview of the vulnerabilities to avoid, strategies to ensure data privacy compliance and best practices for building secure LLM-powered applications.",2025-04-07T13:45:28Z,1006,24,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
uRpWrcoL4Ws,Debugging with IntelliJ IDEA by Anton Arhipov,"Historically, debuggers are used to help locate and fix bugs. Nowadays, the debugger in IntelliJ IDEA can help you do much more than that. Let's see how the debugger helps make the development process more productive. I demo various features for debugging Java applications, including not-so-standard ones, like:

* Lambda breakpoints
* Stream chain tracing
* Dropping the frame
* Emulated method breakpoint
* Evaluate and log
* Non-suspending breakpoints
* Custom data renderers and more

100% live coding session",2025-04-07T13:45:28Z,3006,66,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
w76ZrXh-EDE,Have you gone MADR? by Johan Hutting,"We all know the challenge of remembering why a certain decision was made and why we decided not to go for a specific alternative.
This is usually solved by code comments, keeping notes on wiki's, private docs on laptops and so on. What if I told you there is an interesting alternative called MADR: Markdown Any Decision Records?

In this talk we won't just learn what MADR offers in structuring and reading up decisions from the past, but we'll also look at some examples on how to apply this in a team and project. This is not just restricted to architectural decisions! Along with the new MarkDown in JavaDoc available from Java 23 and beyond this will offer a single way to cover your technical documentation.

After this session you should have a clear indication if MADR and MarkDown will help you and your team as well as future teammates efficiently review decisions from the past, and how to get started when it does.",2025-04-07T13:45:28Z,410,2,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
w7BF-7LOG1Y,Quiet on Set: Building an On Air Sign with Open Source Technologies by Danica Fine,"While many of us have adapted to work from home life, one major problem remains: finding an easy way to keep folks in your home away from your workspace when you’re on an important call. Dust off your Raspberry Pi––let’s build a custom on-air sign with Apache Kafka®, Apache Flink®, and Apache Iceberg™!

We’ll begin by writing Python scripts to capture key events––such as when a Zoom meeting is running and when a camera is being used––and produce it into Kafka. The live data are then consumed by a Raspberry Pi script to drive the operation of a custom designed on-air sign. From there, you’ll be introduced to the ins and outs of FlinkSQL for stream processing as we wrangle the data into a better format for downstream use. And, finally, we’ll see Iceberg in action and learn how to use query engines to analyze meeting and recording trends.

By the end of the session, you’ll be well-acquainted with this powerful trio of open source technologies and know how you could use the same scaffolding and scale out a simple, at-home project to millions of users and simultaneous events.",2025-04-07T13:45:28Z,707,16,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
wD2pzuCUTRo,Developer Experience: Building an Environment for Engineering Success by Bas de Groot,"It’s your first day on a new job, and you’ve been given a “quick and easy” feature to build. Shouldn’t take more than a couple of hours. At least, that’s what they said. But as you sit down, ready to dive in, the nightmare unfolds.

The onboarding guide is years out of date. Half a day disappears just setting up your local environment, only for the build to fail mysteriously on your machine.
Then comes the real fun: your feature depends on three other services, but who owns them? Where are the APIs? Slack messages go unanswered, and the internal docs might as well be written in hieroglyphs. By the time you finally write your first line of code, you’re not just frustrated, you’re drained.

This is the hidden cost of poor Developer Experience. Projects stall, innovation slows, and engineering teams struggle to deliver value.
But it doesn’t have to be this way. What if you could turn this chaos into clarity? Let’s explore how better Developer Experience isn’t just a productivity boost, it’s a game-changer for entire organizations.",2025-04-07T13:45:28Z,718,13,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
wz0GQbkrr1Q,Clean Architecture for Serverless: Business Logic You Can Take Anywhere by Elena van Engelen Maslova,"As cloud platforms evolve, serverless functions offer scalable solutions, but cloud-specific requirements often make it challenging to keep business logic portable. This session demonstrates building cloud-agnostic business logic in Kotlin using a simplified variant of clean architecture, combined with Spring Cloud Function and headless Gradle modules to separate core logic from cloud-specific code.
I’ll show how to structure a Kotlin serverless application to keep business logic cloud-agnostic while allowing platform-specific integrations, such as storage, where needed. By isolating core logic, developers can deploy the same business code across providers like AWS Lambda and Azure Functions.
Through live coding, we’ll explore practical techniques for creating and deploying Kotlin serverless applications with portable business logic.
Key Takeaways:
Use clean architecture and Spring Cloud Function to make business logic portable across cloud providers.
Leverage Gradle modules to enforce boundaries between business logic and cloud-specific code.
By the end, attendees will have a framework for building cloud-agnostic business logic in Kotlin, ready to implement in their own projects.",2025-04-07T13:45:28Z,2143,34,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
zWNr2E4SqP4,Identity crisis: bending Spring Security to your advanced use cases by Cristian Schuszter,"Let's face it, it takes quite a bit of brainpower to configure Spring Security so it does what you want it to do. The architecture of the library is highly modular, so developers are often faced with issues and subtleties in its configuration, leading to grey hair and wasted time. This talk will go through some common caveats and problems of implementing OAuth2 and OIDC integrations with Spring Security, such as custom authorization, what happens under the hood and points where you can plug in your custom implementations within the architecture.

We'll be doing quite some amount of live coding, as I'll go through various examples of handling modern authorization and authentication scenarios in Spring Boot and Spring Security 6.*. The highlight of the coding session will be overriding and extending the token handlers in order to support user impersonation in our application, a feature that's crucial in large enterprise systems where you're faced with an issue that affects a single user.",2025-04-07T13:45:28Z,672,11,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
g2sJCqiboRs,Supercharging Gradle with Nx by Jason Jean,"Gradle repos often struggle with long build times and complex dependency management, slowing down development cycles.
Nx is an intelligent build system which sits on top of Gradle to offer faster builds and improved developer experience.

In this session, we'll explore how Nx can dramatically reduce build times of even the largest projects and simplifies developing and shipping complex projects.",2025-04-07T13:45:23Z,322,3,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
DwmiQWw3ZJE,"IT for a Heart  - From Idea to a Life Saving Application by Régina ten Bruggencate, Yasser Arenas","Can the maintenance of AEDs be innovative, while also giving something back to the world around us?

At TrailBlazers, we allocate time each year to focus on innovation and positive impact.
Innovation can mean new technologies or new ways of working.
But what if you combine both to create something that can save lives?

The idea arose when a colleague encountered a (well-intended) system relying on scattered Excel sheets, WhatsApp messages, and SMS.
It was far from secure and made communication difficult. There had to be a better way.

During a hackathon, together with the volunteers of the Amersfoort Resuscitation Network, we developed a new solution: a modern AED webapplication using the latest Java version, the latest Angular version, Spring Boot, Kubernetes and Cypress for front-end testing in the Google cloud.
This application simplifies AED maintenance and issue reporting to increase the availability of AEDs.
With a growing group of volunteers, the application is continuously being enhanced and enrichted with new features and actively used for 1 year now.",2025-04-07T13:45:19Z,95,1,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
EUoxDSt2W2s,Scaling Sustainability: IKEA’s Transformation through Domain-Driven Design and Microservices,"By Christopher Salerno

IKEA’s Circular Hub, is evolving to meet growing demand for sustainable practices. This talk explores IKEA’s transformation using Domain-Driven Design (DDD) and microservices to build a flexible, resilient system aligned with sustainability goals.
As Circular Ventures expand, IKEA’s architecture needs redesign to handle increased demand and integrate with high-traffic systems. The current monolithic structure lacks adaptability, prompting a shift to microservices.

We’ll examine:
- Rationale for DDD and microservices in scaling sustainability initiatives
- Designing domains for growth: Reservations, Search, and Notifications
- Event-driven communication for service decoupling using Solace Event Mesh
- Phased transition from monolith to microservices
- Technical implementation: Kubernetes, Spring Boot, and clean architecture patterns
- Challenges and lessons in managing domain boundaries and team structures
- Impact on sustainability goals and circular economy features
Performance and scalability improvements

Attendees will gain insights on:
- Applying DDD principles to break down monoliths
- Managing event-driven communication in retail
- Transitioning to microservices while ensuring business continuity
- Aligning architecture with sustainability goals
- Handling high user loads in global services",2025-04-15T11:38:57Z,1798,32,PLRsbF2sD7JVpZ3O01elefwrp9l4yBWoXu
5vClcyOuFMg,PyData Amsterdam 2025 10-year anniversary | Aftermovie,"Huge 🧡 💙 💜 to everyone who joined PyData Amsterdam 2025 to celebrate our 10-year anniversary! 

Relive the magic! Enjoy the aftermovie and let’s keep spreading the good vibes: sharing knowledge, open practices, and curious minds that make science and data a little more open, a little more human, and a lot more fun! 

Web:https://amsterdam.pydata.org/
LinkedIn: https://www.linkedin.com/company/pydataamsterdam/",2025-10-31T10:00:18Z,371,5,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
vYZjNQkESr8,Marysia Winkels & Isabelle Donatz-Fest - Help! There Are Humans in My Data! | PyData Amsterdam 2025,"www.pydata.org

Good quality data is the basis for high quality models and valuable data insights. But isn't it annoying how often your data is riddled with those pesky humans? Human involvement in data creation often introduces errors, misunderstandings, and biases that can compromise data integrity. This talk will explore how human factors influence the data creation process and what we as data professionals can do to account for this in our data interpretation and usage.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:01:30Z,281,1,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
RIIfZ_Akeoc,Inge van den Ende - Kickstart Your Probabilistic Forecasting | PyData Amsterdam 2025,"www.pydata.org

Probabilistic forecasting is essential, but choosing the right method is tricky. This talk introduces two lesser-known models — Level Set Forecaster and Quantile Regression Forest — that help you kickstart probabilistic forecasting without unnecessary complexity.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:45Z,2244,91,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
QgeUo-6k4oA,Muhammad Chenariyan Nakhaee - Searching for My Next Chart | PyData Amsterdam 2025,"www.pydata.org

As a data visualization practitioner, I frequently draw inspiration from the diverse and rapidly expanding community, particularly through challenges like #TidyTuesday. However, the sheer volume of remarkable visualizations quickly overwhelmed my manual curation methods—from Pinterest boards to Notion pages. This created a significant bottleneck in my workflow, as I found myself spending more time cataloging charts than actively creating them.

In this talk, I will present a RAG (Retrieval Augmented Generation) based retrieval system that I designed specifically for data visualizations. I will detail the methodology behind this system, illustrating how I addressed my own workflow inefficiencies by transforming a dispersed collection of charts into a semantically searchable knowledge base. This project serves as a practical example of applying advanced AI techniques to enhance creative technical work, demonstrating how a specialized retrieval system can significantly improve the efficiency and quality of data visualization creation process.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:39Z,447,16,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
Ine-PoXYWeM,Lightning Talks | PyData Amsterdam 2025,"www.pydata.org

Lightning talks are 5-minute talks on any topic of interest to the PyData community.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:32Z,287,11,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
IvFlpJ7OurY,Iryna Kondrashchenko & Oleh Kostromin - Is Prompt Engineering Dead? | PyData Amsterdam 2025,"www.pydata.org

The rise of LLMs has elevated prompt engineering as a critical skill in the AI industry, but manual prompt tuning is often inefficient and model-specific. This talk explores various automatic prompt optimization approaches, ranging from simple ones like bootstrapped few-shot to more complex techniques such as MIPRO and TextGrad, and showcases their practical applications through frameworks like DSPy and AdalFlow. By exploring the benefits, challenges, and trade-offs of these approaches, the attendees will be able to answer the question: is prompt engineering dead, or has it just evolved?

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:25Z,548,13,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
C4yionrbkMM,Manu Joseph - Real-Time Context Engineering for LLMs | PyData Amsterdam 2025,"www.pydata.org

Context engineering has replaced prompt engineering as the main challenge in building agents and LLM applications. Context engineering involves providing LLMs with relevant and timely context data from various data sources, which allows them to make context-aware decisions. The context data provided to the LLM must be produced in real-time to enable it to react intelligently at human perceivable latencies (a second or two at most). If the application takes longer to react, humans would perceive it as laggy and unintelligent.
In this talk, we will introduce context engineering and motivate for real-time context engineering for interactive applications. We will also demonstrate how to integrate real-time context data from applications inside Python agents using the Hopsworks feature store and corresponding application IDs. Application IDs are the key to unlock application context data for agents and LLMs. We will walk through an example of an interactive application (TikTok clone) that we make AI-enabled with Hopsworks.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:18Z,314,4,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
DxwDaoUijTc,KEYNOTE: Hannes Mühleisen - Data Architecture Turned Upside Down | PyData Amsterdam 2025,"www.pydata.org

Every data architecture diagram out there makes it abundantly clear who's in charge: At the bottom sits the analyst, above that is an API server, and on the very top sits the mighty data warehouse. This pattern is so ingrained we never ever question its necessity, despite its various issues like slow data response time, multi-level scaling issues, and massive cost.

But there is another way: Disconnect of storage and compute enables localization of query processing closer to people, leading to much snappier responses, natural scaling with client-side query processing, and much reduced cost.

In this talk, it will be discussed how modern data engineering paradigms like decomposition of storage, single-node query processing, and lakehouse formats enable a radical departure from the tired three-tier architecture. By inverting the architecture we can put user's needs first. We can rely on commoditised components like object store to enable fast, scalable, and cost-effective solutions.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:17Z,3918,125,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
9YAVD3kwU58,Rodrigo Loredo & Oscar Ligthart - Orchestrating success | PyData Amsterdam 2025,"www.pydata.org

At Vinted, Europe’s largest second-hand marketplace, over 20 decentralized data teams generate, transform, and build products on petabytes of data. Each team utilizes their own tools, workflows, and expertise. Coordinating data pipeline creation across such diverse teams presents significant challenges. These include complex inter-team dependencies, inconsistent scheduling solutions, and rapidly evolving requirements.

This talk is aimed at data engineers, platform engineers, and technical leads with experience in workflow orchestration and will demonstrate how we empower teams at Vinted to define data pipelines quickly and reliably. We will present our user-friendly abstraction layer built on top of Apache Airflow, enhanced by a Python code generator. This abstraction simplifies upgrades and migrations, removes scheduler complexity, and supports Vinted’s rapid growth. Attendees will learn how Python abstractions and code generation can standardize pipeline development across diverse teams, reduce operational complexity, and enable greater flexibility and control in large-scale data organizations. Through practical lessons and real-world examples of our abstraction interface, we will offer insights into designing scheduler-agnostic architectures for successful data pipeline orchestration.

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:12Z,329,8,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
Au981BTAcAk,Gergely Daroczi - Resource Monitoring and Optimization with Metaflow | PyData Amsterdam 2025,"www.pydata.org

Metaflow is a powerful workflow management framework for data science, but optimizing its cloud resource usage still involves guesswork. We have extended Metaflow with a lightweight resource tracking tool that automatically monitors CPU, memory, GPU, and more, then recommends the most cost-effective cloud instance type for future runs. A single line of code can save you from overprovisioned costs or painful job failures!

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:12Z,214,4,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
5i8tEvrYEyQ,Raphael Mitsch - Sieves - Plug-and-Play NLP Pipelines With Zero-Shot Models | PyData Amsterdam 2025,"www.pydata.org

Generative models are dominating the spotlight lately - and rightly so. Their flexibility and zero-shot capabilities make it incredibly fast to prototype NLP applications. However, one-shotting complex NLP problems often isn't the best long-term strategy. Decomposing problems into modular, pipelined tasks leads to better debuggability, greater interpretability, and more reliable performance.

This modular pipeline approach pairs naturally with zero- and few-shot (ZFS) models, enabling rapid yet robust prototyping without requiring large datasets or fine-tuning. Crucially, many real-world applications need structured data outputs—not free-form text. Generative models often struggle to consistently produce structured results, which is why enforcing structured outputs is now a core feature across contemporary NLP tools (like Outlines, DSPy, LangChain, Ollama, vLLM, and others).

For engineers building NLP pipelines today, the landscape is fragmented. There’s no single standard for structured generation yet, and switching between tools can be costly and frustrating. The NLP tooling landscape lacks a flexible, model-agnostic solution that minimizes setup overhead, supports structured outputs, and accelerates iteration.

Introducing Sieves: a modular toolkit for building robust NLP document processing pipelines using ZFS models.


PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:10Z,220,5,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
1FtgiA1VPi4,Arda Kaygan - Techie vs Comic - The sequel | PyData Amsterdam 2025,"www.pydata.org

A data scientist by day and a standup comedian by night. This was how Arda described himself prior to his critically acclaimed performance about his two identities during PyData 2024, where they merged.

Now he doesn't even know.

After another year of stage performances, awkward LinkedIn interactions and mysterious cloud errors, Arda is back for another tale of absurdity. In this closing talk, he will illustrate the hilarity of his life as a data scientist in the age of LLMs and his non-existent comfort zone, proving good sequels can exist

PyData is an educational program of NumFOCUS, a 501(c)3 non-profit organization in the United States. PyData provides a forum for the international community of users and developers of data analysis tools to share ideas and learn from each other. The global PyData network promotes discussion of best practices, new approaches, and emerging technologies for data management, processing, analytics, and visualization. PyData communities approach data science using many languages, including (but not limited to) Python, Julia, and R. 

PyData conferences aim to be accessible and community-driven, with novice to advanced level presentations. PyData tutorials and talks bring attendees the latest project features along with cutting-edge use cases.

00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",2025-10-31T04:00:03Z,114,1,PLGVZCDnMOq0qFokF2chnzTq4VtIcFXG5P
